"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"3341","R. Vink","Opiate antagonist nalmefene improves intracellular free Mg<sup>2+</sup>, bioenergetic state, and neurologic outcome following traumatic brain injury in rats",1990,"Journal of Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1523/jneurosci.10-11-03524.1990","0270-6474",10,NA,"phosphate","scopus"
"3342","A. Kandhare","Evaluation of the neuroprotective effect of chrysin via modulation of endogenous biomarkers in a rat model of spinal cord injury",2014,"Journal of Natural Medicines",NA,"2021-01-18 11:25:53","Article","10.1007/s11418-014-0840-1","1340-3443",68,NA,"phosphate","scopus"
"3343","A. Hervera","Reactive oxygen species regulate axonal regeneration through the release of exosomal NADPH oxidase 2 complexes into injured axons",2018,"Nature Cell Biology",NA,"2021-01-18 11:25:53","Article","10.1038/s41556-018-0039-x","1465-7392",20,NA,"phosphate","scopus"
"3344","W. Gu","Transplantation of bone marrow mesenchymal stem cells reduces lesion volume and induces axonal regrowth of injured spinal cord",2010,"Neuropathology",NA,"2021-01-18 11:25:53","Article","10.1111/j.1440-1789.2009.01063.x","0919-6544",30,NA,"phosphate","scopus"
"3345","W. Young","The Post-Injury Responses in Trauma and Ischemia: Secondary Injury or Protective Mechanisms?",1987,"Central Nervous System Trauma",NA,"2021-01-18 11:25:53","Article","10.1089/cns.1987.4.27","0737-5999",4,NA,"phosphate","scopus"
"3346","S. Cho","Functional recovery after the transplantation of neurally differentiated mesenchymal stem cells derived from bone barrow in a rat model of spinal cord injury",2009,"Cell Transplantation",NA,"2021-01-18 11:25:53","Article","10.3727/096368909X475329","0963-6897",18,NA,"phosphate","scopus"
"3347","H. Sharma","A select combination of neurotrophins enhances neuroprotection and functional recovery following spinal cord injury",2007,"Annals of the New York Academy of Sciences",NA,"2021-01-18 11:25:53","Conference Paper","10.1196/annals.1403.007","0077-8923",1122,NA,"phosphate","scopus"
"3348","S.S. Park","Functional recovery after spinal cord injury in dogs treated with a combination of Matrigel and neural-induced adipose-derived mesenchymal Stem cells",2012,"Cytotherapy",NA,"2021-01-18 11:25:53","Article","10.3109/14653249.2012.658913","1465-3249",14,NA,"phosphate","scopus"
"3349","C. Roonprapunt","Soluble cell adhesion molecule L1-Fc promotes locomotor recovery in rats after spinal cord injury",2003,"Journal of Neurotrauma",NA,"2021-01-18 11:25:53","Article","10.1089/089771503322385809","0897-7151",20,NA,"phosphate","scopus"
"3350","R. Salewski","Transplantation of induced pluripotent stem cell-derived neural stem cells mediate functional recovery following thoracic spinal cord injury through remyelination of axons",2015,"Stem Cells Translational Medicine",NA,"2021-01-18 11:25:53","Article","10.5966/sctm.2014-0236","2157-6564",4,NA,"phosphate","scopus"
"3351","S. Karamouzian","Clinical safety and primary efficacy of bone marrow mesenchymal cell transplantation in subacute spinal cord injured patients",2012,"Clinical Neurology and Neurosurgery",NA,"2021-01-18 11:25:53","Article","10.1016/j.clineuro.2012.02.003","0303-8467",114,NA,"phosphate","scopus"
"3352","Y. Hamada","Involvement of an intercellular adhesion molecule 1-dependent pathway in the pathogenesis of secondary changes after spinal cord injury in rats",1996,"Journal of Neurochemistry",NA,"2021-01-18 11:25:53","Article","10.1046/j.1471-4159.1996.66041525.x","0022-3042",66,NA,"phosphate","scopus"
"3353","C.C.M. Chan","Dose-dependent beneficial and detrimental effects of ROCK inhibitor Y27632 on axonal sprouting and functional recovery after rat spinal cord injury",2005,"Experimental Neurology",NA,"2021-01-18 11:25:53","Article","10.1016/j.expneurol.2005.08.011","0014-4886",196,NA,"phosphate","scopus"
"3354","M. Zurita","Functional recovery in chronic paraplegia after bone marrow stromal cells transplantation",2004,"NeuroReport",NA,"2021-01-18 11:25:53","Article","10.1097/00001756-200405190-00004","0959-4965",15,NA,"phosphate","scopus"
"3355","N. Zhang","Inflammation &amp; apoptosis in spinal cord injury",2012,"Indian Journal of Medical Research",NA,"2021-01-18 11:25:53","Review","","0971-5916",135,NA,"phosphate","scopus"
"3356","D. Rochester","Respiratory muscle failure",1983,"Medical Clinics of North America",NA,"2021-01-18 11:25:53","Article","10.1016/S0025-7125(16)31190-7","0025-7125",67,NA,"phosphate","scopus"
"3357","T.K. McIntosh","Effect of Noncompetitive Blockade of N‐Methyl‐d‐Aspartate Receptors on the Neurochemical Sequelae of Experimental Brain Injury",1990,"Journal of Neurochemistry",NA,"2021-01-18 11:25:53","Article","10.1111/j.1471-4159.1990.tb03122.x","0022-3042",55,NA,"phosphate","scopus"
"3358","W. Young","Potassium and calcium changes in injured spinal cords",1986,"Brain Research",NA,"2021-01-18 11:25:53","Article","10.1016/0006-8993(86)90720-1","0006-8993",365,NA,"phosphate","scopus"
"3359","J. Schwab","Experimental strategies to promote spinal cord regeneration - An integrative perspective",2006,"Progress in Neurobiology",NA,"2021-01-18 11:25:53","Review","10.1016/j.pneurobio.2005.12.004","0301-0082",78,NA,"phosphate","scopus"
"3360","X. Wang","P2X7 receptor inhibition improves recovery after spinal cord injury",2004,"Nature Medicine",NA,"2021-01-18 11:25:53","Article","10.1038/nm1082","1078-8956",10,NA,"phosphate","scopus"
"3361","F. Dimitriadis","Erectile function and male reproduction in men with spinal cord injury: A review",2010,"Andrologia",NA,"2021-01-18 11:26:50","Review","10.1111/j.1439-0272.2009.00969.x","0303-4569",42,NA,"physostigmine","scopus"
"3362","A.N. Stewart","Considerations for Studying Sex as a Biological Variable in Spinal Cord Injury",2020,"Frontiers in Neurology",NA,"2021-01-18 11:27:43","Article","10.3389/fneur.2020.00802","1664-2295",11,NA,"pioglitazone","scopus"
"3363","S.S. Ousman","Chaperone proteins in the central nervous system and peripheral nervous system after nerve injury",2017,"Frontiers in Neuroscience",NA,"2021-01-18 11:27:43","Short Survey","10.3389/fnins.2017.00079","1662-4548",11,NA,"pioglitazone","scopus"
"3364","A. Shao","Emerging therapeutic targets associated with the immune system in patients with intracerebral haemorrhage (ICH): From mechanisms to translation",2019,"EBioMedicine",NA,"2021-01-18 11:27:43","Review","10.1016/j.ebiom.2019.06.012","2352-3964",45,NA,"pioglitazone","scopus"
"3365","S.P. Patel","Pioglitazone treatment following spinal cord injury maintains acute mitochondrial integrity and increases chronic tissue sparing and functional recovery",2017,"Experimental Neurology",NA,"2021-01-18 11:27:43","Article","10.1016/j.expneurol.2017.03.021","0014-4886",293,NA,"pioglitazone","scopus"
"3366","H.M. Yonutas","Targeting PPAR isoforms following CNS injury",2013,"Current drug targets",NA,"2021-01-18 11:27:43","Review","10.2174/1389450111314070003","1873-5592",14,NA,"pioglitazone","scopus"
"3367","R. Masgrau","Should We Stop Saying ‘Glia’ and ‘Neuroinflammation’?",2017,"Trends in Molecular Medicine",NA,"2021-01-18 11:27:43","Review","10.1016/j.molmed.2017.04.005","1471-4914",23,NA,"pioglitazone","scopus"
"3368","M. Fehlings","A series of systematic reviews on the treatment of acute spinal cord injury: A foundation for best medical practice",2011,"Journal of Neurotrauma",NA,"2021-01-18 11:27:43","Review","10.1089/neu.2011.1955","0897-7151",28,NA,"pioglitazone","scopus"
"3369","D. McTigue","The PPAR gamma agonist Pioglitazone improves anatomical and locomotor recovery after rodent spinal cord injury",2007,"Experimental Neurology",NA,"2021-01-18 11:27:43","Article","10.1016/j.expneurol.2007.02.009","0014-4886",205,NA,"pioglitazone","scopus"
"3370","S.W. Park","Thiazolidinedione class of peroxisome proliferator-activated receptor γ agonists prevents neuronal damage, motor dysfunction, myelin loss, neuropathic pain, and inflammation after spinal cord injury in adult rats",2007,"Journal of Pharmacology and Experimental Therapeutics",NA,"2021-01-18 11:27:43","Article","10.1124/jpet.106.113472","0022-3565",320,NA,"pioglitazone","scopus"
"3371","D. Loane","Role of Microglia in Neurotrauma",2010,"Neurotherapeutics",NA,"2021-01-18 11:27:43","Article","10.1016/j.nurt.2010.07.002","1933-7213",7,NA,"pioglitazone","scopus"
"3372","F. Dillon","Electromyographic (EMG) Neuromonitoring in Otolaryngology-Head and Neck Surgery",2010,"Anesthesiology Clinics",NA,"2021-01-18 11:28:09","Review","10.1016/j.anclin.2010.07.011","1932-2275",28,NA,"pipecuronium","scopus"
"3373","R. Malhotra","A silent acute abdomen in a patient with spinal cord injury",2013,"BMJ Case Reports",NA,"2021-01-18 11:28:26","Article","10.1136/bcr-2013-008548","1757-790X",NA,NA,"piperacillin","scopus"
"3374","J. He","Evoked potential detection of curative effect of bone mesenchymal stem cell-derived neuronal-like cells and controlled release neurotrophic factor transplantation on rhesuses spinal cord injury",2009,"Journal of Clinical Rehabilitative Tissue Engineering Research",NA,"2021-01-18 11:30:11","Article","10.3969/j.issn.1673-8225.2009.32.009","1673-8225",13,NA,"polyethylene_glycol","scopus"
"3375","K. Zhang","Injectable, anti-inflammatory and conductive hydrogels based on graphene oxide and diacerein-terminated four-armed polyethylene glycol for spinal cord injury repair",2020,"Materials and Design",NA,"2021-01-18 11:30:11","Article","10.1016/j.matdes.2020.109092","0264-1275",196,NA,"polyethylene_glycol","scopus"
"3376","C. Huang","Localised delivery of quercetin by thermo-sensitive PLGA-PEG-PLGA hydrogels for the treatment of brachial plexus avulsion",2020,"Artificial Cells, Nanomedicine and Biotechnology",NA,"2021-01-18 11:30:11","Article","10.1080/21691401.2020.1770265","2169-1401",48,NA,"polyethylene_glycol","scopus"
"3377","S.I. Stoica","Initial researches on neuro-functional status and evolution in chronic ethanol consumers with recent traumatic spinal cord injury",2019,"Journal of medicine and life",NA,"2021-01-18 11:30:11","Article","10.25122/jml-2019-0026","1844-3117",12,NA,"polyethylene_glycol","scopus"
"3378","A. Wang","Combination of applied electric field and polyethylene glycol effectively enhance functional recovery in acute spinal cord injury of rats",2016,"2016 Asia-Pacific International Symposium on Electromagnetic Compatibility, APEMC 2016",NA,"2021-01-18 11:30:11","Conference Paper","10.1109/APEMC.2016.7522949","",NA,NA,"polyethylene_glycol","scopus"
"3379","I. Rad","Interaction of polyethylene glycol (PEG) with the membrane-binding domains following spinal cord injury (SCI): Introduction of a mechanism for SCI repair",2015,"Journal of Drug Targeting",NA,"2021-01-18 11:30:11","Article","10.3109/1061186X.2014.956668","1061-186X",23,NA,"polyethylene_glycol","scopus"
"3380","M. Bonnet","Motor and sensitive recovery after injection of a physically cross-linked PNIPAAm-g-PEG hydrogel in rat hemisectioned spinal cord",2020,"Materials Science and Engineering C",NA,"2021-01-18 11:30:11","Article","10.1016/j.msec.2019.110354","0928-4931",107,NA,"polyethylene_glycol","scopus"
"3381","L. Álvarez-Mejía","Effect of pyrrole implants synthesized by different methods on spinal cord injuries of rats",2015,"Revista Mexicana de Ingenieria Biomedica",NA,"2021-01-18 11:30:11","Article","","0188-9532",36,NA,"polyethylene_glycol","scopus"
"3382","X.G. Liu","Role of combined transplantation of neuron-like cells and controlled-release neurotrophic factor in the structural repair and functional restoration of macaca mulatta posterior funiculus following spinal cord injury",2005,"Chinese Journal of Clinical Rehabilitation",NA,"2021-01-18 11:30:11","Article","","1671-5926",9,NA,"polyethylene_glycol","scopus"
"3383","S. Ren","Reconstruction of the spinal cord of spinal transected dogs with polyethylene glycol",2019,"Surgical Neurology International",NA,"2021-01-18 11:30:11","Article","10.25259/SNI-73-2019","2152-7806",10,NA,"polyethylene_glycol","scopus"
"3384","X.J. Wang","Combinational protective therapy for spinal cord injury medicated by sialic acid-driven and polyethylene glycol based micelles",2019,"Biomaterials",NA,"2021-01-18 11:30:11","Article","10.1016/j.biomaterials.2019.119326","0142-9612",217,NA,"polyethylene_glycol","scopus"
"3385","A. Mohrman","Evaluation of in situ gelling chitosan-PEG copolymer for use in the spinal cord",2018,"Journal of Biomaterials Applications",NA,"2021-01-18 11:30:11","Article","10.1177/0885328218792824","0885-3282",33,NA,"polyethylene_glycol","scopus"
"3386","W. Liu","Dextran-based biodegradable nanoparticles: An alternative and convenient strategy for treatment of traumatic spinal cord injury",2018,"International Journal of Nanomedicine",NA,"2021-01-18 11:30:11","Article","10.2147/IJN.S171925","1176-9114",13,NA,"polyethylene_glycol","scopus"
"3387","C.Y. Kim","Effect of Graphene Nanoribbons (TexasPEG) on locomotor function recovery in a rat model of lumbar spinal cord transection",2018,"Neural Regeneration Research",NA,"2021-01-18 11:30:11","Article","10.4103/1673-5374.235301","1673-5374",13,NA,"polyethylene_glycol","scopus"
"3388","N. Patil","Safety and Efficacy of Rose Bengal Derivatives for Glial Scar Ablation in Chronic Spinal Cord Injury",2018,"Journal of Neurotrauma",NA,"2021-01-18 11:30:11","Article","10.1089/neu.2017.5398","0897-7151",35,NA,"polyethylene_glycol","scopus"
"3389","A. Wang","Effect of DSPE-PEG on compound action potential, injury potential and ion concentration following compression in ex vivo spinal cord",2016,"Neuroscience Letters",NA,"2021-01-18 11:30:11","Article","10.1016/j.neulet.2016.03.045","0304-3940",620,NA,"polyethylene_glycol","scopus"
"3390","J.S. Hakim","Combinatorial tissue engineering partially restores function after spinal cord injury",2019,"Journal of Tissue Engineering and Regenerative Medicine",NA,"2021-01-18 11:30:11","Article","10.1002/term.2840","1932-6254",13,NA,"polyethylene_glycol","scopus"
"3391","T. Brechmann","Complicated fecal microbiota transplantation in a tetraplegic patient with severe Clostridium difficile infection",2015,"World Journal of Gastroenterology",NA,"2021-01-18 11:30:11","Article","10.3748/wjg.v21.i12.3736","1007-9327",21,NA,"polyethylene_glycol","scopus"
"3392","S. Crowley","Enhancement of Motor Function Recovery after Spinal Cord Injury in Mice by Delivery of Brain-Derived Neurotrophic Factor mRNA",2019,"Molecular Therapy - Nucleic Acids",NA,"2021-01-18 11:30:11","Article","10.1016/j.omtn.2019.06.016","2162-2531",17,NA,"polyethylene_glycol","scopus"
"3393","G. Sun","Molybdenum disulfide nanoflowers mediated anti-inflammation macrophage modulation for spinal cord injury treatment",2019,"Journal of Colloid and Interface Science",NA,"2021-01-18 11:30:11","Article","10.1016/j.jcis.2019.04.047","0021-9797",549,NA,"polyethylene_glycol","scopus"
"3394","O. Nacar","Systemic administration of atorvastatin improves locomotor functions and hyperacute-acute response after experimental spinal cord injury: An ultrastructural and biochemical analysis",2014,"Turkish Neurosurgery",NA,"2021-01-18 11:30:11","Article","10.5137/1019-5149.JTN.8131-13.1","1019-5149",24,NA,"polyethylene_glycol","scopus"
"3395","S. Kouhzaei","The neuroprotective ability of polyethylene glycol is affected by temperature in ex vivo spinal cord injury model",2013,"Journal of Membrane Biology",NA,"2021-01-18 11:30:11","Article","10.1007/s00232-013-9574-3","0022-2631",246,NA,"polyethylene_glycol","scopus"
"3396","W. Rodemer","Role of axon resealing in retrograde neuronal death and regeneration after spinal cord injury",2019,"Neural Regeneration Research",NA,"2021-01-18 11:30:11","Review","10.4103/1673-5374.245330","1673-5374",14,NA,"polyethylene_glycol","scopus"
